time,user,user_id,name,text,loc,time_zone,statuses_count,followers_count,friends_count,source,lat,lon,mood
2012-06-18 22:34:59 -0700,Blk_Intellect,15623425,Black Intellect,Experimental breast cancer drug combo generates excitement http://t.co/jCqpHbNU via @zite,"Bronx, New York",Eastern Time (US & Canada),3770,761,2001,40.85,-73.86666699999999,2
2012-06-18 22:24:48 -0700,Raebanns,336141669,Rae.,"@low_keypoppin lawyers in NYC, that graduated from Harvard, but one guy didn't he lied and how he is hiding the fact that he isn't a lawyer",NY 4 Life | NJ 4 Now,Quito,4553,139,145,TwitterforiPhone,40.7143528,-74.00597309999999,0
2012-06-18 22:19:13 -0700,krazy_iiz,571289063,Denny Ambrose,";-)  ""@WeKnowFacts: In 1985, there was a condom delivery service at Harvard University. Their slogan was “We’ll come before you do"".""","Brooklyn, NY",,770,28,122,TwitterforAndroid,40.65,-73.95,2
2012-06-18 22:00:46 -0700,MsBadmos,91781203,Mofiyinfoluwa,"Then ill go to Havard law school :D Anything for you RT @AishaDodido: MsBadmos yh, what if I decide I wanna go to Harvard first?","Oshawa, Canada",London,43375,760,609,Echofon,43.89,-78.86,2
2012-06-18 21:57:31 -0700,BullConsulting,26995580,The Bull Consulting,Friends Don't Let Friends Invest Together: Researchers at Harvard University found that while those who co-inves... http://t.co/yo6BJo0q,New York City,Eastern Time (US & Canada),90123,28489,1278,twitterfeed,40.7143528,-74.00597309999999,2
2012-06-18 21:56:10 -0700,jobs4BOS,427224190,Boston jobs,#jobs4u #jobs Volunteers needed for Boston 24 Hour Premiere Screening (Harvard Square) http://t.co/gzNh0lV4 #BOS #boston #MA,"Boston, MA",Eastern Time (US & Canada),21747,380,2,twitterfeed,42.3584308,-71.0597732,2
2012-06-18 21:54:11 -0700,Frankisreal1,52558316,Frank ,"@Dlee042 @JLin7 Lee gets the bill, Harvard economics figures out the tip and leaves it","Yonkers, New York",Atlantic Time (Canada),679,42,230,web,40.9312099,-73.89874689999999,2
2012-06-18 21:53:58 -0700,scully65,1051791,michael scully,"I'm at Harvard Street (Cambridge, Massachusetts) http://t.co/J8EBlJXj","Bristol, Rhode Island",Eastern Time (US & Canada),803,316,404,foursquare,41.6771101,-71.26620249999999,2
2012-06-18 21:53:39 -0700,BrandonYoung82,58530248,Brandon Young,"@neilhamburger Yeah well, apparently the insults&amp;gags you said about StevenTyler went over well with the Harvard inteligensia,","South Boston, MA",,1544,127,373,MobileWeb,42.2904259,-71.1344539,2
2012-06-18 21:53:17 -0700,HenryHaller,245443385,Henry Haller,#Obama's Former Harvard Professor SLAMS his policies. #politics #whitehouse #ows @joerogan http://t.co/bk4tupxD,Montreal,Quito,836,42,183,TwitterforMac,45.5086699,-73.55399249999999,2
2012-06-18 21:50:55 -0700,VinnyLopesss,366480289,Vinny Lopes,@MikeRocco1 officially our mascot! My phones about to die :( good luck on that regent tomorrow...just remember Harvard&gt;President&gt;Ray Bans,Stony Brook University ,Quito,3898,143,168,TwitterforiPhone,40.91232,-73.12483399999999,4
2012-06-18 21:48:43 -0700,AyyyoooSTEZZY,444277620,Stephanee Warrington,@YouNeedFrankie ummm paris gets outta school at two so like 300 we can meet at harvard,Cambridge MA,,4104,95,91,web,42.3736158,-71.10973349999999,4
2012-06-18 21:47:49 -0700,GiacomoFarci,292958270,Giacomo Farci,"RT @HarvardHealth: If you automatically reach for a pill when something hurts, try these other, safer options. http://t.co/WkVgPd1E",London,,880,109,108,web,51.5073346,-0.1276831,2
2012-06-18 21:47:17 -0700,RevLOTUS,50212793,Ambie Spaulding ,Lil harvard 1st step private learning center -------- that in the fk would make yu name ur business w a ... http://t.co/PbIBZUeP,Houston Metro Area 288 to 290,Central Time (US & Canada),47740,858,700,berSocialforBlackBerry,29.7601927,-95.36938959999999,2
2012-06-18 21:44:56 -0700,MerJordan_,246946321,Meredith Jordan,Putting Harvard on my graduation capppp😁😂😂,Newww yooork,Quito,7559,387,271,Echofon,40.7143528,-74.00597309999999,2
2012-06-18 21:38:13 -0700,indiehearts,38446941,Alli R,"@MollieCMYK Haha not at the moment, no. There are a few photography exhibits happening at Harvard and in Salem that I'll be going to though!","Boston, MA",Eastern Time (US & Canada),9847,190,235,TwitterforiPhone,42.3584308,-71.0597732,2
2012-06-18 21:35:24 -0700,VICTORIAeSONG,132591796,Victoria Song,Quit Early and Quit Often. Great watch. HBS @prof_malhotra to graduating class  http://t.co/vF4ES0Uy,NYC,Eastern Time (US & Canada),1447,2066,249,TweetDeck,40.7143528,-74.00597309999999,2
2012-06-18 21:32:19 -0700,JohnnyKiwasabi,116574514,John Chevy,I feel like if i was a virgin i would be at Harvard or Some shit right now. Money would be trippled and shit. Fuck.,Philly Philly,Eastern Time (US & Canada),11733,249,227,TwitterforiPhone,40.068629,-75.0026972,0
2012-06-18 21:29:02 -0700,indiehearts,38446941,Alli R,@MollieCMYK I'm great! I work at a museum at Harvard and start grad school there in the fall. Are you living in Sydney permanently now??,"Boston, MA",Eastern Time (US & Canada),9856,190,235,TwitterforiPhone,42.3584308,-71.0597732,2
2012-06-18 21:26:44 -0700,ayeitskristenn,91002777,Mclovin,"everyone go watch ""call me maybe eat one harvard"" hahah yeah thats right, dont judge, everyone was faceshit",mars,Pacific Time (US & Canada),27120,616,259,web,34.9871983,-106.3515468,4
2012-06-18 21:24:07 -0700,fleur_de_lis92,340019935,Emily Trumble,@TheRealRyanHiga You and your fellow youtubers should do a spoof off of the Harvard baseball teams call me maybe video. But its just thought,"Syracuse, New York",,59,10,21,TwitterforiPhone,43.0481221,-76.14742439999999,4
2012-06-18 21:20:35 -0700,TakeovaRocko410,39912504,ROCK them Os,I liked a @YouTube video http://t.co/4PenMzE8 'Don't Vote For Obama' - President's Harvard Professor,baltimore,Eastern Time (US & Canada),28952,1096,1485,Google,39.2903848,-76.6121893,4
2012-06-18 21:20:11 -0700,KehlBayern,542090036,Kehl Bayern,#harvard #cambridge #massachusetts #falafel #shawarma #latenight #harvardsquare http://t.co/e8MBUIiJ,"Boston, MA",,48,12,11,instagram,42.3584308,-71.0597732,2
2012-06-18 21:20:05 -0700,kimberly_phila,182870623,Kimberly.KP,Embracing Risk in Career Decisions - Harvard Business Review http://t.co/7l9UHu7q,Toronto,Quito,194,49,147,LinkedIn,43.653226,-79.3831843,2
2012-06-18 21:18:58 -0700,libraryrat4,155436891,Kathleen Clifford,#unions #harvard #hcl #unionlibrarian  http://t.co/bZo8zVVr,"Dorchester, MA",Quito,484,110,335,instagram,42.30163049999999,-71.067605,2
2012-06-18 21:14:01 -0700,ndnstyl,21545704,Julienne Xene Cross,RT @HarvardNAP: Off to take our @GradHorizons group picture. @Harvard Yard is currently being indigenized. :),Lac du Flambeau WI,,28751,649,1541,TwitterforiPhone,45.96967249999999,-89.8920991,4
2012-06-18 21:12:51 -0700,NotATriangle,460857456,Joe T,"I can't wait for tomorrow night. Celebrating 3 months with mike by setting up a candlelight dinner overlooking the valley in Harvard, MA",Massachusetts,Eastern Time (US & Canada),2327,162,315,TwitterforiPhone,42.4072107,-71.3824374,2
2012-06-18 21:11:20 -0700,reuben1313,28012081,Reuben Torres,"Obama’s Harvard law professor says ‘President MUST be defeated in 2012′
http://t.co/CFxTq0jF",NEW YORK,Quito,862,102,143,web,40.7143528,-74.00597309999999,2
2012-06-18 21:11:19 -0700,michelleyym24,360934334,Yuemin,"I found this Larry is quite like Austin! Both speak Chinese, have Harvard MPP degree, PhD from first-tier college, and nerds' personal web!!",Washington DC,Central Time (US & Canada),18,2,11,web,38.8951118,-77.0363658,4
2012-06-18 21:10:47 -0700,GeneBeanSupreme,146338579,Regina M,*have lmao RT @Colb_vs_Cupid: I'm too smart I should of went to Harvard,Philly,Eastern Time (US & Canada),6132,223,303,TweetCasterforAndroid,39.952335,-75.16378900000001,2
2012-06-18 21:10:28 -0700,aivengo12,457249830,Алексей.Кайдалин,RT @Harvard: Joel Alicea ’13 published in Policy Review http://t.co/2jPUzYYU,Лиски.Воронежская.область.,,6879,99,96,SocialFlow,50.9791667,39.4941667,2
2012-06-18 21:09:05 -0700,JesusLuvsMeek,305865906,Meka.H,"Guidance counselors telling our kids ""NO"", Harvard-bound @imfromraleigh being manhandled &amp; thrown out.  Time for this generation to WAKE UP!",Tarheel State,Quito,6633,514,309,web,35.7595731,-79.01929969999999,2
2012-06-18 21:07:33 -0700,PedroHLS,25257411,Pedro Souza,@tyme_hercule harvard club camp is 6 kids ages 5-8. they run / yell / zero concentration #DaddyDayCare,Boston,Eastern Time (US & Canada),1423,87,224,SocialBeat,42.3584308,-71.0597732,2
2012-06-18 21:07:08 -0700,sam0ny,104528283,Sam. ,"“@BostonTweet: Tonight, and every Monday night, @Rialto02138 in Harvard Square shucks up $1 oysters at the bar. http://t.co/XtisM2Wj” jelly",'Merica,Eastern Time (US & Canada),6957,218,346,TwitterforiPad,43.3963889,19.7833333,2
2012-06-18 21:05:43 -0700,BasedHarv,288375328,Shawn Harvey,@jujuchesmore the plan is almost foolproof the harvard scholarship is around the corner,Boston,Eastern Time (US & Canada),4039,296,586,web,42.3584308,-71.0597732,2
2012-06-18 21:05:26 -0700,kripachettiar,384705930,Kripa K S,"""If Harvard had too many Asians, it wouldn’t be Harvard."" http://t.co/4nPMdNJm","New York, New York",Quito,272,31,117,web,40.7143528,-74.00597309999999,2
2012-06-18 21:05:01 -0700,R_Y248,214785518,Rani Setyaningsih,RT @Harvard: Joel Alicea ’13 published in Policy Review http://t.co/2jPUzYYU,NASA |  Washington D.C,Pacific Time (US & Canada),10888,653,109,SocialFlow,38.8832246,-77.01970519999999,2
2012-06-18 21:04:53 -0700,enrilox,230899008,enrique_paul,RT @Harvard: Joel Alicea ’13 published in Policy Review http://t.co/2jPUzYYU,mexico city,Mexico City,3711,310,873,SocialFlow,19.4326077,-99.133208,2
2012-06-18 21:04:12 -0700,jujuchesmore,399169427,Juliana Chesmore,@BasedHarv I like your style I hope you have a pretty foolproof plan or a full ride to Harvard,"Framingham, MA",Quito,1055,160,161,TwitterforiPhone,42.279286,-71.4161565,4
2012-06-18 21:01:32 -0700,UnitedWomen,120533487,United Women,"RT @betsycsmith: Some lovely thoughts on curiosity, emotion and seizing opportunity by @edhawan. Thanks for sharing, @levoleague! http://t.co/FnZjDGXd",NYC/DC/Chicago,Eastern Time (US & Canada),521,250,272,HootSuite,41.8781136,-87.6297982,4
2012-06-18 21:01:20 -0700,Harvard,39585367,Harvard University,Joel Alicea ’13 published in Policy Review http://t.co/2jPUzYYU,"Cambridge, MA",Quito,12621,126414,792,SocialFlow,42.3736158,-71.10973349999999,2
2012-06-18 20:58:16 -0700,betsycsmith,156716791,Betsy Smith,"Some lovely thoughts on curiosity, emotion and seizing opportunity by @edhawan. Thanks for sharing, @levoleague! http://t.co/FnZjDGXd","Washington, DC",,1012,338,186,HootSuite,38.8951118,-77.0363658,4
2012-06-18 20:56:46 -0700,VinnyLopesss,366480289,Vinny Lopes,"@MikeRocco1 I'm wid dat, in 8 years after you graduate from Harvard you run for president and I'll be your Vice #MiamiVicethatis",Stony Brook University ,Quito,3914,143,168,TwitterforiPhone,40.91232,-73.12483399999999,4
2012-06-18 20:55:18 -0700,duchemin31096,409677204,David Duchemin,"Smoking weed under star projectors
I guess we’ll never know what Harvard gets us #Drake",Massachusetts,Eastern Time (US & Canada),373,97,95,TwitterforiPhone,42.4072107,-71.3824374,2
2012-06-18 20:50:30 -0700,universalhub,12705772,Adam Gaffin,"RT @colinsteele: Our old friend #sobstoryguy is on the Red Line approaching Harvard. No story this time, just “anybody? Anybody?”","Boston, MA",Eastern Time (US & Canada),56253,12472,10308,TweetDeck,42.3584308,-71.0597732,2
2012-06-18 20:48:17 -0700,esimple29,531756516,Jose Eric Garcia,"In Boston working couple do ear,y sessions of Harvard and Boston College football camps.","Winslow, ME",,18,5,11,TwitterforiPad,44.5459679,-69.6203137,2
2012-06-18 20:48:00 -0700,gatman7,36681617,George Thompson,Obama's Harvard law professor says 'President MUST be defeated in 2012': http://t.co/tukHScur Prof says #Obama not radical enough! #TEAparty,New York,Quito,9977,2293,2414,TweetButton,40.7143528,-74.00597309999999,2
2012-06-18 20:47:31 -0700,MinoritySpeaks,211639292,Hugh Hefner,Bill gates never finished university but you know what? At least his behind spent time in harvard....,Toronto,Eastern Time (US & Canada),38587,245,103,TwitterforBlackBerry,43.653226,-79.3831843,0
2012-06-18 20:46:55 -0700,NativeApprops,110189578,N8V Appropriations,RT @HarvardNAP: Off to take our @GradHorizons group picture. @Harvard Yard is currently being indigenized. :),"Boston, MA",Eastern Time (US & Canada),2152,3100,464,TwitterforiPhone,42.3584308,-71.0597732,4
2012-06-18 20:44:42 -0700,LIFT3D_,341660413,Money I$ The Motive ,"Smokin weed under star projectors , i guess we'll no were Harvard gets us  .",NEW YORK ,Hawaii,3716,172,177,TwitterforAndroid,40.7143528,-74.00597309999999,0
2012-06-18 20:43:09 -0700,cambridgepads,15098261,Cambridge Apartments,"CAMBRIDGE - Harvard Square 3 Bed 1 Bath 2,900.00 Available 2012-09-01. For full listing click here http://t.co/F81hs1Mv","Cambridge, MA",Eastern Time (US & Canada),59296,298,399,twitterfeed,42.3736158,-71.10973349999999,2
2012-06-18 20:39:43 -0700,kwameotiende,41749844,kwame otiende,"RT @Harvard: ""...Harvard has taught me that education is not about the knowledge that you build. It's about building character"" http://t.co/za88FRYL",London,,1518,93,144,SocialFlow,51.5073346,-0.1276831,2
2012-06-18 20:39:43 -0700,Mitchell23Weber,269990341,Mitchell Weber,"Was that little girl from SC doing the Harvard Baseball team ""Call Me maybe"" dance? @ECarter_1 lol",870-595-AR,Central Time (US & Canada),5443,334,386,TwitterforiPhone,48.267508,-3.594091,4
2012-06-18 20:39:11 -0700,Matt_Info,447506590,Information Matt,"Obama's Former Professor at Harvard insists that Obama ""Must be defeated in upcoming election""",Maryland,Alaska,831,2871,3111,LinksAlpha,39.0457549,-76.64127119999999,2
2012-06-18 20:38:59 -0700,THahnBurkett,54941426,Tracy Hahn-Burkett,Seriously? RT @americablog: Mitt Romney now says he never went to law school. His Harvard JD disagrees. http://t.co/SFwhEitx,New Hampshire,Eastern Time (US & Canada),10789,780,457,TweetDeck,43.1938516,-71.5723953,0
2012-06-18 20:38:47 -0700,DeLong_WayHome,278887984,JD,I think that Harvard Baseball dance is so Wack.,"New Castle, Delaware",Quito,6246,331,480,TwitterforiPhone,39.6620572,-75.56631320000001,2
2012-06-18 20:38:41 -0700,ksomers14,484754949,Kaitlyn Somers,"Going to Harvard tomorrow to visit them, and go bikini shopping with Kaitlyn! (;","Boston, MA",Eastern Time (US & Canada),1666,133,119,TwitterforiPhone,42.3584308,-71.0597732,4
2012-06-18 20:32:12 -0700,ashewhole,393710905,"BiMiJaJe
",RT @NewsNinja2012: BREAKING NEWS!! Must See &gt;&gt; Obama’s Harvard law professor says ‘President MUST be defeated in 2012 in scathing video!! http://t.co/Uth61rGp,Bakersfield,,9515,861,1373,TweetDeck,35.3732921,-119.0187125,2
2012-06-18 20:29:51 -0700,couture_taylor,76063627,taylor khalifa. ✌,@FreakOcean @endless_c they think they Yale or Harvard!,New Haven | CT | VSU ,Central Time (US & Canada),48554,637,506,Echofon,41.3081527,-72.9281577,2
2012-06-18 20:29:16 -0700,JohnEzekowitz,95580265,John Ezekowitz,"@wrightthompson If you do want to speak at Harvard, I know of several groups that would love to host you.","Cambridge, MA",Central Time (US & Canada),7581,1053,459,TwitterforAndroid,42.3736158,-71.10973349999999,2
2012-06-18 20:27:07 -0700,bmonnat93,36178042,Brennan Monnat,@amandaknollman Yes! good ole harvard on the hill!,"Shithole, NY",Eastern Time (US & Canada),2348,80,60,TwitterforiPhone,40.7143528,-74.00597309999999,4
2012-06-18 20:23:33 -0700,THCSports,76493813,THC Sports,"Seeded seventh coming in, the Radcliffe 1V finished second this weekend at the Henley Women's Regatta in England. | http://t.co/mEtJcRtD","Cambridge, Mass.",Quito,4379,1111,106,HootSuite,42.3736158,-71.10973349999999,2
2012-06-18 20:21:59 -0700,aaronpellowski,93308808,Aaron Pellowski,RT @NewsNinja2012: BREAKING NEWS!! Must See &gt;&gt; Obama’s Harvard law professor says ‘President MUST be defeated in 2012 in scathing video!! http://t.co/Uth61rGp,Wisconsin ,Central Time (US & Canada),17270,417,808,TweetDeck,43.7844397,-88.7878678,2
2012-06-18 20:19:32 -0700,pavelgregory,389471498,PaulGregory Matuszak,RT @NewsNinja2012: BREAKING NEWS!! Must See &gt;&gt; Obama’s Harvard law professor says ‘President MUST be defeated in 2012 in scathing video!! http://t.co/Uth61rGp,221B Baker Str. ,Arizona,46886,1745,1355,TweetDeck,51.52316039999999,-0.1578695,2
2012-06-18 20:19:06 -0700,malnahedh,232368724,Mishari Alnahedh,RT @Harvard: Institute for Global Law and Policy announces collaboration with Qatar Foundation http://t.co/Lev54eqT,"Florida, USA",,1073,288,286,SocialFlow,27.6648274,-81.5157535,2
2012-06-18 20:18:47 -0700,Slanted_Soul,137610347,ッ♡ Ŧλ₦łλ ♡ッ,@iNestle what made me like the song was the Harvard baseball team  video on youtube smh.,"Brooklyn, NY",Eastern Time (US & Canada),17789,478,101,OsfooraforiPhone,40.65,-73.95,2
2012-06-18 20:17:44 -0700,EVERGREENSTWA,251768677,PATRICIA EARP,RT @NewsNinja2012: BREAKING NEWS!! Must See &gt;&gt; Obama’s Harvard law professor says ‘President MUST be defeated in 2012 in scathing video!! http://t.co/Uth61rGp,Washington State,Pacific Time (US & Canada),17166,540,513,TweetDeck,47.7510741,-120.7401386,2
2012-06-18 20:17:13 -0700,_Sameriyah,26886243,July 2nd..Eyzce Cole,Hol up! RT @EJAuthentic: wtf? “@_IdunkOnLames: Texas southern =ghetto ratchet people vision of Harvard”,Triple D to H-Town,Central Time (US & Canada),36845,2163,2044,Echofon,33.5866098,-85.903354,2
2012-06-18 20:17:01 -0700,NewsNinja2012,282695161,Wayne Dupree,BREAKING NEWS!! Must See &gt;&gt; Obama’s Harvard law professor says ‘President MUST be defeated in 2012 in scathing video!! http://t.co/Uth61rGp,Maryland,Quito,35156,9284,3110,TweetDeck,39.0457549,-76.64127119999999,2
2012-06-18 20:16:27 -0700,ianss506,15463847,ianss506,"""who tries to order a fucking mojito at a hole in a wall fucking bar in Harvard fucking square? My new favorite bartender. #drinks #fuckoff","",,310,42,90,TwitterforiPhone,42.3736,-71.1202,2
2012-06-18 20:15:27 -0700,stephintoronto,13481932,stephintoronto,"@deckfluffsarah dito on this end, unless its already holding a degree from Harvard!  How are you?",Toronto,Eastern Time (US & Canada),46263,2943,989,TweetDeck,43.653226,-79.3831843,2
2012-06-18 20:15:24 -0700,Cookboy_jon,233403604,Jonathan Alfonseca,Im in the backseat gettin that Harvard head,"Jersey City, New Jersey",Central Time (US & Canada),1416,204,162,web,40.72815749999999,-74.0776417,2
2012-06-18 20:14:51 -0700,mdefazio14,357236013,Matt DeFazio,It was clear I didnt fit in with the kids at Harvard when i uncontrollably shouted 2 chainz discussing the tcr's protein structure…no laughs,Boston,Pacific Time (US & Canada),557,101,91,TwitterforAndroid,42.3584308,-71.0597732,2
2012-06-18 20:14:45 -0700,arebelongtojim,283621665,Jim Wilson,"Cambridge, MA considers criminalizing sodas. #DailyShow #BU #MIT #Tufts #Harvard #BC","Cambridge, MA",,69,12,28,TwitterforiPhone,42.3736158,-71.10973349999999,2
2012-06-18 20:13:28 -0700,seandparnell,102082338,Sean Parnell,"Cambridge, MA (home to Harvard &amp; MIT) considers soft-drink ban: http://t.co/083LqmvD Totally get WF Buckley's quote even more now.","Alexandria, VA",Central Time (US & Canada),1052,55,32,web,38.8048355,-77.0469214,2
2012-06-18 20:13:14 -0700,TBowandArrow_15,256654921,Tarek_W_Stifler #15™,@High5Richet he was like I went to Harvard fuck all this,New Castle DE,Central Time (US & Canada),9623,154,509,Echofon,39.6620572,-75.56631320000001,0
2012-06-18 20:12:10 -0700,cambridgepads,15098261,Cambridge Apartments,"CAMBRIDGE - Harvard Square 3 Bed 1 Bath 2,900.00 Available 2012-09-01. For full listing click here http://t.co/FCSSDB8o","Cambridge, MA",Eastern Time (US & Canada),59296,298,399,twitterfeed,42.3736158,-71.10973349999999,2
2012-06-18 20:11:26 -0700,vedavyasa,17251218,Vedavyasa,Embracing Risk in Career Decisions - Harvard Business Review http://t.co/rxR0jXFI,"East Brunswick, New Jersey",Hawaii,1743,286,111,LinkedIn,40.4316955,-74.4049778,2
2012-06-18 20:10:49 -0700,HarvardMelissa,316430927,Melissa Harris,1982 Billy Graham ● Tackle at Harvard University (Boston) http://t.co/pnGtB8QO,"Cambridge, MA",,1965,2024,2290,twitterfeed,42.3736158,-71.10973349999999,2
2012-06-18 20:10:49 -0700,HarvardMelissa,316430927,Melissa Harris,Shakira’s speech at Harvard http://t.co/KsIgGD1k,"Cambridge, MA",,1965,2024,2290,twitterfeed,42.3736158,-71.10973349999999,2
